Canal	Agua		Sal		Oleo		Gas		Back		Total
486	6820	3710000	34000	30000	1090000	4450000	
487	6490	3690000	33800	29800	1070000	4410000	
488	6140	3660000	33600	29600	1050000	4360000	
489	5770	3630000	33400	29500	1030000	4310000	
490	5410	3600000	33200	29300	1010000	4260000	
491	5060	3570000	33000	29100	991000	4200000	
492	4720	3530000	32800	28900	973000	4150000	
493	4410	3490000	32700	28800	957000	4090000	
494	4140	3450000	32500	28700	942000	4040000	
495	3900	3410000	32400	28600	928000	3990000	
496	3690	3380000	32400	28600	916000	3950000	
497	3530	3350000	32400	28600	905000	3910000	
498	3390	3320000	32400	28600	894000	3870000	
499	3290	3300000	32500	28700	885000	3840000	
500	3210	3290000	32600	28800	876000	3820000	
501	3160	3280000	32700	28900	868000	3800000	
502	3120	3290000	32900	29000	860000	3800000	
503	3100	3300000	33100	29200	852000	3800000	
504	3080	3320000	33300	29400	845000	3820000	
505	3070	3350000	33400	29500	838000	3840000	
506	3060	3400000	33600	29600	832000	3870000	
507	3050	3450000	33700	29800	825000	3910000	
508	3030	3520000	33800	29900	820000	3960000	
509	3010	3590000	33900	29900	814000	4020000	
510	2970	3670000	33900	29900	809000	4090000	
511	2940	3760000	33900	29900	805000	4170000	
512	2890	3860000	33900	29900	801000	4250000	
513	2840	3960000	33800	29800	797000	4330000	
514	2790	4060000	33700	29700	794000	4420000	
515	2730	4170000	33500	29600	791000	4510000	
516	2680	4270000	33400	29400	787000	4600000	
517	2620	4360000	33200	29300	784000	4680000	
518	2570	4450000	33000	29100	781000	4750000	
519	2520	4520000	32800	29000	778000	4810000	
520	2470	4580000	32700	28800	774000	4860000	
521	2430	4630000	32500	28700	770000	4900000	
522	2400	4650000	32400	28600	765000	4910000	
